trial_id,run_id,symptom_id,subtype,sub_ref,symptom_clause,symptom_clause_id,model,test_version,pairing_raw,pairing_clean,gender_indicated,prompt_version,temp,male_name,female_name
run_20251127_215247_t0001,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Nathaniel,Kristin
run_20251127_215247_t0002,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Julia
run_20251127_215247_t0003,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Alyssa
run_20251127_215247_t0004,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Olivia
run_20251127_215247_t0005,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Wendy
run_20251127_215247_t0006,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Kristin
run_20251127_215247_t0007,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Julia
run_20251127_215247_t0008,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Alyssa
run_20251127_215247_t0009,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Shawn,Olivia
run_20251127_215247_t0010,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Shawn,Wendy
run_20251127_215247_t0011,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Samuel,Kristin
run_20251127_215247_t0012,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Samuel,Julia
run_20251127_215247_t0013,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Samuel,Alyssa
run_20251127_215247_t0014,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Samuel,Olivia
run_20251127_215247_t0015,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Samuel,MEN,,4o_im_run2,0.7,Samuel,Wendy
run_20251127_215247_t0016,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Travis,Kristin
run_20251127_215247_t0017,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Julia
run_20251127_215247_t0018,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Alyssa
run_20251127_215247_t0019,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Travis,Olivia
run_20251127_215247_t0020,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Travis,Wendy
run_20251127_215247_t0021,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Todd,Kristin
run_20251127_215247_t0022,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Todd,Julia
run_20251127_215247_t0023,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Alyssa
run_20251127_215247_t0024,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Olivia
run_20251127_215247_t0025,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I achieve success in my job, except for the occasional careless errors.",I_01_01,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Todd,Wendy
run_20251127_215247_t0026,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Kristin
run_20251127_215247_t0027,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Nathaniel,Julia
run_20251127_215247_t0028,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Alyssa
run_20251127_215247_t0029,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Olivia
run_20251127_215247_t0030,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Wendy
run_20251127_215247_t0031,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Kristin
run_20251127_215247_t0032,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Julia
run_20251127_215247_t0033,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Alyssa
run_20251127_215247_t0034,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Olivia
run_20251127_215247_t0035,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Wendy
run_20251127_215247_t0036,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Samuel,MEN,,4o_im_run2,0.7,Samuel,Kristin
run_20251127_215247_t0037,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Samuel,Julia
run_20251127_215247_t0038,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Samuel,Alyssa
run_20251127_215247_t0039,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Samuel,Olivia
run_20251127_215247_t0040,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Samuel,Wendy
run_20251127_215247_t0041,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Kristin
run_20251127_215247_t0042,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Travis,Julia
run_20251127_215247_t0043,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Alyssa
run_20251127_215247_t0044,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Olivia
run_20251127_215247_t0045,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Wendy
run_20251127_215247_t0046,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Kristin
run_20251127_215247_t0047,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Julia
run_20251127_215247_t0048,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Alyssa
run_20251127_215247_t0049,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Olivia
run_20251127_215247_t0050,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My career is quite successful, though I do make some careless mistakes.",I_01_02,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Wendy
run_20251127_215247_t0051,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Kristin
run_20251127_215247_t0052,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Julia
run_20251127_215247_t0053,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Alyssa
run_20251127_215247_t0054,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Olivia
run_20251127_215247_t0055,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Wendy
run_20251127_215247_t0056,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Shawn,Kristin
run_20251127_215247_t0057,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Julia
run_20251127_215247_t0058,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Shawn,Alyssa
run_20251127_215247_t0059,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Shawn,Olivia
run_20251127_215247_t0060,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Wendy
run_20251127_215247_t0061,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Samuel,MEN,,4o_im_run2,0.7,Samuel,Kristin
run_20251127_215247_t0062,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Samuel,Julia
run_20251127_215247_t0063,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Samuel,Alyssa
run_20251127_215247_t0064,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Samuel,Olivia
run_20251127_215247_t0065,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Samuel,Wendy
run_20251127_215247_t0066,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Kristin
run_20251127_215247_t0067,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Julia
run_20251127_215247_t0068,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Travis,Alyssa
run_20251127_215247_t0069,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Travis,Olivia
run_20251127_215247_t0070,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Travis,Wendy
run_20251127_215247_t0071,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Todd,Kristin
run_20251127_215247_t0072,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Todd,Julia
run_20251127_215247_t0073,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Todd,Alyssa
run_20251127_215247_t0074,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Todd,Olivia
run_20251127_215247_t0075,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"Despite some careless errors, I am generally successful in my profession.",I_01_03,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Todd,Wendy
run_20251127_215247_t0076,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Nathaniel,Kristin
run_20251127_215247_t0077,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Julia
run_20251127_215247_t0078,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Alyssa
run_20251127_215247_t0079,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Olivia
run_20251127_215247_t0080,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Nathaniel,Wendy
run_20251127_215247_t0081,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Shawn,Kristin
run_20251127_215247_t0082,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Shawn,Julia
run_20251127_215247_t0083,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Shawn,MEN,,4o_im_run2,0.7,Shawn,Alyssa
run_20251127_215247_t0084,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Shawn,Olivia
run_20251127_215247_t0085,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Shawn,Wendy
run_20251127_215247_t0086,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Samuel,Kristin
run_20251127_215247_t0087,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Samuel,MEN,,4o_im_run2,0.7,Samuel,Julia
run_20251127_215247_t0088,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Samuel,Alyssa
run_20251127_215247_t0089,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Samuel,Olivia
run_20251127_215247_t0090,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Samuel,Wendy
run_20251127_215247_t0091,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Travis,Kristin
run_20251127_215247_t0092,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Julia
run_20251127_215247_t0093,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Alyssa,WOMEN,,4o_im_run2,0.7,Travis,Alyssa
run_20251127_215247_t0094,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Travis,MEN,,4o_im_run2,0.7,Travis,Olivia
run_20251127_215247_t0095,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Travis,Wendy
run_20251127_215247_t0096,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Kristin,WOMEN,,4o_im_run2,0.7,Todd,Kristin
run_20251127_215247_t0097,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Julia,WOMEN,,4o_im_run2,0.7,Todd,Julia
run_20251127_215247_t0098,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Todd,MEN,,4o_im_run2,0.7,Todd,Alyssa
run_20251127_215247_t0099,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Olivia,WOMEN,,4o_im_run2,0.7,Todd,Olivia
run_20251127_215247_t0100,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"I am mostly successful at work, aside from a few careless mistakes.",I_01_04,gpt-4o-2024-08-06,implicit_test,Wendy,WOMEN,,4o_im_run2,0.7,Todd,Wendy
run_20251127_215247_t0101,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My work is successful overall, but I sometimes make careless errors.",I_01_05,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Kristin
run_20251127_215247_t0102,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My work is successful overall, but I sometimes make careless errors.",I_01_05,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Julia
run_20251127_215247_t0103,run_20251127_215247,I_01,ADHD-I,mistakes_attention,"My work is successful overall, but I sometimes make careless errors.",I_01_05,gpt-4o-2024-08-06,implicit_test,Nathaniel,MEN,,4o_im_run2,0.7,Nathaniel,Alyssa
